364,156,1
1120,713,1
1049,630,1
949,533,1
527,275,1
385,178,1
816,475,1
820,480,1
514,256,1
368,161,1
695,397,1
468,203,1
148,63,1
945,529,1
397,194,1
797,457,1
481,216,1
1130,729,1
782,440,1
921,503,1
507,249,1
370,163,1
231,100,1
914,499,1
1150,738,1
1012,590,1
102,33,1
477,210,1
244,116,1
520,267,1
363,155,1
79,642,1
458,199,1
912,497,1
938,521,1
147,62,1
493,234,1
548,298,1
688,389,1
372,166,1
545,295,1
274,127,1
127,39,1
137,51,1
393,188,1
814,473,1
972,548,1
1006,581,1
222,88,1
696,398,1
828,486,1
1078,662,1
1110,702,1
526,274,1
710,399,1
672,365,1
646,332,1
44,6,1
669,362,1
219,85,1
809,468,1
825,483,1
758,423,1
1121,714,1
226,94,1
1031,618,1
602,304,1
687,388,1
919,501,1
285,139,1
689,390,1
547,297,1
14,1,1
1131,730,1
806,465,1
1092,674,1
367,160,1
1075,656,1
1008,584,1
1016,595,1
516,261,1
818,477,1
830,488,1
1007,582,1
947,531,1
224,91,1
245,117,1
925,507,1
391,185,1
1081,665,1
986,564,1
145,60,1
946,530,1
537,286,1
484,219,1
952,537,1
134,46,1
922,504,1
805,464,1
651,337,1
623,316,1
103,34,1
975,551,1
693,394,1
853,492,1
395,191,1
1002,577,1
41,3,1
791,451,1
489,228,1
658,347,1
75,16,1
637,321,1
142,57,1
679,375,1
218,84,1
664,355,1
796,455,1
751,409,1
266,121,1
811,471,1
795,454,1
1070,651,1
291,146,1
994,571,1
832,490,1
1018,599,1
1147,734,1
394,190,1
0,0,1
398,195,1
510,252,1
808,467,1
80,20,1
286,141,1
617,311,1
506,247,1
503,243,1
955,540,1
948,532,1
815,474,1
1026,609,1
151,68,1
1058,640,1
146,61,1
135,47,1
970,546,1
807,466,1
204,74,1
362,154,1
789,448,1
1014,592,1
988,566,1
662,352,1
989,567,1
488,227,1
1022,603,1
973,549,1
280,638,1
277,131,1
812,472,1
686,387,1
661,350,1
78,19,1
1101,687,1
943,526,1
942,525,1
386,179,1
831,489,1
392,186,1
657,346,1
678,374,1
487,226,1
750,408,1
467,202,1
620,312,1
1132,731,1
238,109,1
223,90,1
913,498,1
272,125,1
979,556,1
104,35,1
1009,585,1
220,86,1
1079,663,1
680,376,1
685,386,1
532,281,1
1122,716,1
920,502,1
1097,682,1
694,396,1
480,213,1
985,562,1
773,430,1
504,245,1
239,110,1
1127,723,1
667,359,1
288,143,1
1028,613,1
1129,725,1
1148,736,1
131,43,1
600,302,1
757,421,1
83,24,1
1072,653,1
275,128,1
283,137,1
1102,688,1
278,132,1
638,323,1
534,282,1
829,487,1
1100,686,1
1085,673,1
1033,624,1
528,276,1
380,172,1
241,112,1
501,241,1
544,294,1
682,378,1
384,177,1
772,429,1
854,493,1
1071,652,1
622,315,1
915,500,1
784,443,1
755,416,1
616,310,1
546,296,1
343,149,1
976,552,1
1053,635,1
763,428,1
982,560,1
469,205,1
538,287,1
524,272,1
1048,627,1
950,535,1
518,264,1
459,200,1
799,459,1
541,291,1
656,345,1
43,5,1
1021,602,1
1128,724,1
1096,680,1
143,58,1
378,168,1
684,385,1
941,524,1
512,254,1
977,553,1
86,27,1
786,445,1
390,183,1
640,325,1
780,438,1
647,333,1
1011,588,1
644,330,1
1000,575,1
227,95,1
1030,615,1
105,36,1
1061,646,1
1152,742,1
225,92,1
502,242,1
785,444,1
927,510,1
984,561,1
522,270,1
981,559,1
112,37,1
205,75,1
264,395,1
1001,576,1
1105,693,1
217,83,1
210,82,1
744,402,1
381,174,1
536,285,1
1113,708,1
1126,721,1
1017,596,1
87,28,1
113,38,1
16,2,1
236,107,1
280,135,1
70,14,1
607,306,1
968,544,1
54,11,1
81,21,1
635,318,1
978,555,1
76,17,1
521,268,1
74,15,1
132,44,1
855,494,1
819,479,1
206,77,1
987,565,1
802,461,1
997,573,1
1076,658,1
1151,741,1
284,138,1
90,31,1
1149,737,1
1019,600,1
383,176,1
778,436,1
810,469,1
636,320,1
365,158,1
928,511,1
929,513,1
853,632,1
479,212,1
150,67,1
133,45,1
788,447,1
603,305,1
677,373,1
529,277,1
1052,634,1
889,495,1
621,313,1
374,167,1
804,463,1
344,152,1
1098,684,1
615,308,1
498,238,1
490,229,1
642,328,1
803,462,1
229,98,1
998,574,1
531,279,1
523,271,1
639,324,1
240,111,1
971,547,1
246,118,1
128,40,1
82,22,1
525,273,1
1107,698,1
1116,712,1
542,292,1
500,240,1
366,159,1
535,284,1
761,426,1
470,206,1
1099,685,1
783,441,1
692,393,1
281,136,1
1108,699,1
827,485,1
683,384,1
1013,591,1
777,435,1
817,476,1
505,246,1
515,260,1
995,572,1
486,223,1
933,516,1
610,307,1
1051,633,1
243,115,1
1094,675,1
759,424,1
519,265,1
379,170,1
472,207,1
497,237,1
1080,664,1
681,377,1
671,364,1
539,289,1
207,79,1
129,41,1
926,508,1
478,211,1
242,113,1
138,52,1
1064,650,1
737,400,1
931,514,1
234,105,1
543,293,1
650,336,1
396,193,1
939,522,1
937,519,1
668,360,1
1060,645,1
643,329,1
209,81,1
1057,637,1
1025,605,1
974,550,1
530,278,1
940,523,1
482,217,1
513,255,1
1015,594,1
1109,700,1
53,10,1
1074,655,1
936,518,1
42,4,1
634,317,1
944,528,1
276,129,1
1082,667,1
654,342,1
1054,636,1
760,425,1
1124,719,1
1114,709,1
1104,692,1
130,42,1
599,301,1
663,354,1
756,420,1
659,348,1
1023,604,1
1029,614,1
1077,660,1
655,343,1
969,545,1
491,232,1
152,69,1
951,536,1
1059,641,1
1032,619,1
691,392,1
511,253,1
752,411,1
1141,732,1
279,134,1
790,450,1
674,367,1
648,334,1
833,491,1
676,370,1
967,543,1
599,621,1
798,458,1
754,413,1
601,303,1
666,358,1
476,209,1
141,56,1
649,335,1
932,515,1
923,505,1
84,25,1
822,481,1
749,407,1
652,338,1
153,71,1
69,13,1
485,221,1
1027,610,1
1106,696,1
953,538,1
77,18,1
139,53,1
824,482,1
1112,705,1
665,356,1
911,496,1
290,145,1
641,326,1
776,434,1
230,99,1
369,162,1
371,164,1
101,32,1
233,102,1
787,446,1
140,55,1
483,218,1
85,26,1
1004,579,1
267,123,1
645,331,1
670,363,1
1095,677,1
1010,587,1
1062,647,1
1005,580,1
980,557,1
88,29,1
1034,625,1
746,404,1
924,506,1
287,142,1
271,124,1
342,148,1
748,406,1
45,7,1
237,108,1
774,431,1
745,403,1
508,250,1
957,542,1
273,126,1
136,48,1
144,59,1
232,101,1
221,87,1
89,30,1
660,349,1
492,233,1
653,341,1
55,12,1
52,9,1
673,366,1
1103,691,1
675,368,1
1050,631,1
149,66,1
517,262,1
775,432,1
781,439,1
992,569,1
826,484,1
934,517,1
956,541,1
389,182,1
753,412,1
1020,601,1
690,391,1
1003,578,1
711,None,0
509,None,0
422,None,0
169,None,0
701,None,0
29,None,0
426,None,0
569,None,0
604,None,0
1040,None,0
269,None,0
447,None,0
155,None,0
159,None,0
257,None,0
120,None,0
727,None,0
629,None,0
432,None,0
299,None,0
185,None,0
1135,None,0
593,None,0
741,None,0
106,None,0
1125,None,0
307,None,0
93,None,0
739,None,0
633,None,0
1067,None,0
868,None,0
216,None,0
619,None,0
258,None,0
890,None,0
409,None,0
846,None,0
844,None,0
189,None,0
558,None,0
566,None,0
405,None,0
561,None,0
874,None,0
440,None,0
574,None,0
993,None,0
965,None,0
121,None,0
570,None,0
94,None,0
880,None,0
697,None,0
959,None,0
821,None,0
248,None,0
707,None,0
176,None,0
442,None,0
1143,None,0
173,None,0
704,None,0
61,None,0
382,None,0
414,None,0
60,None,0
213,None,0
96,None,0
794,None,0
857,None,0
1136,None,0
406,None,0
180,None,0
588,None,0
837,None,0
436,None,0
699,None,0
700,None,0
21,None,0
966,None,0
360,None,0
404,None,0
11,None,0
457,None,0
471,None,0
851,None,0
779,None,0
730,None,0
91,None,0
331,None,0
861,None,0
1047,None,0
584,None,0
211,None,0
338,None,0
182,None,0
439,None,0
578,None,0
161,None,0
582,None,0
575,None,0
7,None,0
870,None,0
594,None,0
119,None,0
573,None,0
99,None,0
154,None,0
97,None,0
250,None,0
260,None,0
228,None,0
298,None,0
420,None,0
249,None,0
377,None,0
494,None,0
611,None,0
181,None,0
876,None,0
465,None,0
194,None,0
193,None,0
614,None,0
762,None,0
473,None,0
902,None,0
587,None,0
1044,None,0
836,None,0
1046,None,0
311,None,0
114,None,0
376,None,0
27,None,0
303,None,0
329,None,0
160,None,0
769,None,0
910,None,0
901,None,0
838,None,0
580,None,0
871,None,0
909,None,0
1056,None,0
20,None,0
983,None,0
23,None,0
883,None,0
764,None,0
905,None,0
166,None,0
718,None,0
800,None,0
1115,None,0
1146,None,0
353,None,0
864,None,0
316,None,0
352,None,0
410,None,0
63,None,0
310,None,0
187,None,0
1055,None,0
198,None,0
256,None,0
847,None,0
162,None,0
49,None,0
186,None,0
551,None,0
212,None,0
743,None,0
720,None,0
28,None,0
306,None,0
474,None,0
66,None,0
612,None,0
18,None,0
596,None,0
265,None,0
56,None,0
178,None,0
963,None,0
918,None,0
899,None,0
732,None,0
196,None,0
168,None,0
917,None,0
706,None,0
418,None,0
860,None,0
445,None,0
107,None,0
72,None,0
301,None,0
214,None,0
850,None,0
598,None,0
304,None,0
300,None,0
613,None,0
334,None,0
417,None,0
626,None,0
416,None,0
1073,None,0
873,None,0
887,None,0
872,None,0
32,None,0
254,None,0
156,None,0
1083,None,0
627,None,0
46,None,0
592,None,0
999,None,0
399,None,0
766,None,0
1134,None,0
843,None,0
722,None,0
50,None,0
340,None,0
317,None,0
609,None,0
896,None,0
1035,None,0
1145,None,0
792,None,0
563,None,0
3,None,0
292,None,0
65,None,0
717,None,0
73,None,0
863,None,0
1137,None,0
904,None,0
728,None,0
58,None,0
172,None,0
1036,None,0
441,None,0
34,None,0
247,None,0
935,None,0
555,None,0
95,None,0
738,None,0
856,None,0
867,None,0
495,None,0
115,None,0
771,None,0
461,None,0
332,None,0
586,None,0
126,None,0
33,None,0
885,None,0
583,None,0
355,None,0
123,None,0
731,None,0
747,None,0
930,None,0
425,None,0
38,None,0
309,None,0
179,None,0
1068,None,0
1039,None,0
996,None,0
305,None,0
201,None,0
171,None,0
430,None,0
313,None,0
40,None,0
1088,None,0
39,None,0
203,None,0
1041,None,0
